#NAME;Peak_366_151.03313_60.77_n.a.;Peak_1606_241.99908_60.98_n.a.;Peak_1601_218.98167_61.22_n.a.;Peak_1604_182.95986_61.23_n.a.;Peak_1613_169.98359_67.8_n.a.;Peak_1614_162.01821_67.68_n.a.;Peak_1625_Hydroxyphenylglycine ?;Peak_380_143.07916_69.46_n.a.;Peak_1624_Methylated aminoacid derivative;Peak_1632_179.00245_69.58_n.a.;Peak_1640_140.03628_69.5_n.a.;Peak_1645_Methyl-isoleucine ?;Peak_1668_184.0651_69.63_n.a.;Peak_1619_Hydroxyphenylglycine ?;Peak_1626_Alanylproline;Peak_1634_162.11089_69.35_n.a.;Peak_1638_Cyclo-(Pro-Gly) ?;Peak_1659_144.09935_70.83_n.a.;Peak_1660_190.10454_70.07_n.a.;Peak_1648_176.12525_71.18_n.a.;Peak_1649_200.11988_71.6_n.a.;Peak_1653_212.10215_71.84_n.a.;Peak_1679_Cysteinyl-Glycine ?;Peak_1680_170.11511_71.61_n.a.;Peak_1698_174.11287_71.3_n.a.;Peak_1664_185.08854_71.26_n.a.;Peak_1666_204.12147_71.58_n.a.;Peak_1654_199.10465_72.11_n.a.;Peak_1713_201.08432_75.17_n.a.;Peak_402_Glycyl-Lysine (Gly-Lys);Peak_1717_Rhodosamine;Peak_1716_199.10457_89.13_n.a.;Peak_1731_268.1032_89.91_n.a.;Peak_1735_154.05885_89.32_n.a.;Peak_1752_C12H21N2O3;Peak_1757_201.08427_103.37_n.a;Peak_413_254.16062_105.79_n.a.;Peak_1769_160.07509_115.28_n.a.;Peak_418_177.09981_123.6_n.a.;Peak_1779_166.08435_140.44_n.a.;Peak_1839_Xanthurenic acid;Peak_454_C5H6N2O2 Thymine ?;Peak_1849_Imidazole derivative;Peak_1850_247.14195_304.15_n.a.;Peak_503_234.99398_365.57_n.a.;Peak_513_173.10377_382.22_n.a.;Peak_553_205.07665_434.84_n.a.;Peak_1884_Aphrocallistin derivative;Peak_655_328.13833_505.28_n.a.;Peak_677_Aphrocallistin derivative;Peak_1888_Aphrocallistin;Peak_1890_Aphrocallistin;Peak_701_179.02513_565.88_n.a.;Peak_710_209.11453_575.28_n.a.;Peak_788_209.11475_663.55_n.a.;Peak_847_230.24538_748.61_n.a.;Peak_885_258.2772_838.75_n.a.;Peak_1991_Lyso-PC(C20:5);Peak_2022_Lyso-PC(C20:4)**;Peak_2025_280.26107_901.53_n.a.;Peak_912_286.3087_924.94_n.a.;Peak_916_226.2135_931.49_n.a.;Peak_2054_Lyso-PC(C16:0);Peak_2071_522.35108_967.83_n.a.;Peak_2083_482.35506_987.63_n.a.;Peak_954_278.24578_1015.91_n.a.;Peak_2100_228.22982_1015.27_n.a.;Peak_2106_Lyso-PC(O-C17:0) NO6P;Peak_2112_Palmitoleamide;Peak_2120_254.24524_1060_n.a.;Peak_2127_Lyso-PC(O-C18:0) NO6P;Peak_2126_Lyso-PC(C18:0);Peak_2131_242.2454_1074.03_n.a.;Peak_1019_165.16176_1078.78_n.a.;Peak_1021_179.17593_1078.79_n.a.;Peak_2132_280.26335_1078.77_n.a.;Peak_2147_280.26224_1092.33_n.a.;Peak_1038_268.26225_1098.97_n.a.;Peak_1039_269.26482_1099.24_n.a.;Peak_2156_280.26179_1102.9_n.a.;Peak_2169_256.26104_1118.22_n.a.;Peak_2180_256.26355_1129.93_n.a.;Peak_1059_257.26346_1131.3_n.a.;Peak_1062_681.4495_1135.36_n.a.;Peak_1063_268.26181_1137.12_n.a.;Peak_2193_593.39834_1142.55_n.a.;Peak_2202_549.37115_1145.7_n.a.;Peak_2203_505.34513_1148.11_n.a.;Peak_1083_248.24319_1149.83_n.a.;Peak_2213_563.55152_1150.38_n.a.;Peak_1096_212.1974_1150.74_n.a.;Peak_1101_283.2835_1150.83_n.a.;Peak_1104_285.28632_1151_n.a.;Peak_2225_Oleamide;Peak_2232_270.27801_1167.37_n.a.;Peak_1122_308.2922_1174.1_n.a.;Peak_2244_270.27745_1183.18_n.a.;Peak_1142_694.44723_1198.07_n.a.;Peak_1147_296.29296_1199.34_n.a.;Peak_1149_297.29503_1199.71_n.a.;Peak_1214_284.29457_1233.12_n.a.;Peak_1221_837.58678_1236.88_n.a.;Peak_1223_793.56_1240.39_n.a.;Peak_1233_749.53318_1243.69_n.a.;Peak_2323_310.31029_1243.8_n.a.;Peak_1245_705.50761_1246.95_n.a.;Peak_1248_661.48128_1250.2_n.a.;Peak_1255_617.45706_1253.47_n.a.;Peak_1257_573.42982_1256.36_n.a.;Peak_2336_310.30884_1256.43_n.a.;Peak_2343_529.40283_1259.39_n.a.;Peak_2348_485.37577_1262.03_n.a.;Peak_1397_598.8996_1305.8_n.a.;Peak_1477_821.591_1327.95_n.a.;Peak_1484_777.56465_1330.88_n.a.;Peak_1485_778.56682_1330.9_n.a.;Peak_1489_733.54019_1333.77_n.a.;Peak_2505_689.51418_1336.65_n.a.;Peak_1494_640.53264_1339.57_n.a.;Peak_2519_645.48851_1339.54_n.a.;Peak_2518_646.49167_1340.12_n.a.;Peak_2524_601.46238_1342.59_n.a.;Peak_1498_557.43608_1345.13_n.a.;Peak_2539_513.40891_1347.58_n.a.;Peak_1499_469.38106_1349.61_n.a.
CAO_580;0.169507962;-0.09393022;0.066207188;0.201617204;0.77797526;0.52037264;-0.80208811;1.0001821;-1.35780145;0.2278958;0.35681271;0.50817268;-1.11219892;-1.24812232;-0.816891628;0.279492731;-0.32087347;0.82823136;0.104724172;-0.096552345;-0.09010509;-1.465602739;-0.98474159;0.797345039;-0.09187559;-0.77537698;-0.18585907;-0.005205477;-0.21663644;-0.9101347;-1.44691072;-0.23493916;0.03523251;-0.58213668;-0.27374405;1.1538857;-0.6841946;0.1980303;-0.506139972;-0.1268843;-0.6856689;0.4971792;-0.62670625;0.17970142;1.2366662;0.403511956;0.25072907;1.777214016;1.56030828;1.15382867;1.5338985;1.66844456;0.32330559;0.472246676;0.71467462;0.27539572;0.409109676;0.91160391;0.88714577;0.01607947;0.704023379;0.27529842;0.53295454;0.27749324;-0.13442945;0.447519575;0.334922704;-1.5086245;0.127816795;0.140992669;-0.7307699;0.967970348;0.14036038;0.29530346;0.25943484;0.30511356;0.240604878;0.28635166;0.24603075;-0.038287334;0.25933131;0.302975424;0.17553813;0.34166425;0.08405038;0.240258572;0.05789202;0.31925568;0.165293364;0.330445308;0.219880034;0.500908109;0.212132043;0.168812324;0.31880205;0.17098303;0.192918271;0.47974612;0.203960568;0.39523253;0.135773235;0.286266432;0.32126605;-0.127070276;0.050496064;0.30903988;0.230572136;0.37211402;0.2871434;-0.06306372;0.14028781;0.18204973;0.331676678;0.041962398;0.267871758;0.147626906;0.332735015;0.227420915;0.231075707;0.179424935;0.17176599;0.139115913;0.25722704;0.21308023;0.16186545
CAO_581;-0.12996185;0.026546438;-0.168961559;0.048811089;0.54737378;-1.57618174;-0.94583754;1.51088763;0.23596456;0.01014565;0.21285683;-0.33887891;-0.06383218;0.80740541;-0.432931756;-0.399086255;0.8875908;-0.23931378;0.061316936;0.029646231;-0.1683065;0.643739514;-1.10941229;-0.13798578;0.51878926;0.3082796;0.43654653;-1.185997774;1.58000391;1.9812598;-1.58626497;-1.60168717;0.15119878;1.83149193;-0.24169637;2.4132933;-0.1926262;2.9014088;2.070070302;-0.73620641;-0.81091659;0.8893066;-0.77075267;-0.04283144;2.8334506;0.553196993;0.44356847;2.503790685;2.27996217;2.73577583;2.5716561;2.71171923;0.73716001;-0.640582326;-0.731166046;-0.18567262;-0.091304968;0.66299503;0.76747972;-0.82054942;0.229529194;-0.48529053;0.40104543;-0.31867707;0.24383509;-0.973452296;-0.452031801;-1.6418034;-0.325000457;-0.680602596;-0.869979;0.828496598;-0.40843147;-0.40337354;-0.112208374;-0.50301666;-0.350485398;-0.3120308;-0.25017783;-0.054991851;-0.4456099;-0.424418684;-0.04594281;-0.58353399;-0.21865368;-0.435496718;-0.16575253;-0.46130725;-0.27924413;-0.825119725;-0.296871654;-0.250806056;-0.203444863;-0.160672895;-0.32677708;-0.43571717;-0.559246134;-0.15546364;-0.558266878;-0.352322791;-0.263716825;-0.080424913;-0.68815671;-0.386377509;-0.143215378;-0.44815292;-0.551388977;-0.30837737;-0.3449428;-0.26677293;-0.45712824;-0.504481383;-0.30665127;-0.118639411;-0.278135113;-0.25537465;-0.313731964;-0.302828212;-0.267891242;-0.403810054;-0.24370859;-0.359557691;-0.44058749;-0.410991204;-0.35689908
CAO_582;-0.676615029;-0.406561419;-0.428978197;-0.248883358;0.2700896;0.46490214;-0.99930698;1.23262532;0.13814612;-0.29507483;-0.11670887;-0.83032284;0.26902482;-1.42025145;-0.000395479;-0.31155036;0.56233224;-1.69770562;0.061444981;-0.083984709;-0.31441082;0.637383688;-0.01208573;-1.15679269;0.24518074;0.03105944;0.62172112;-1.237483018;1.5037615;2.071264;-1.6380909;0.33304402;-0.05671366;1.76088494;-2.001519097;2.2194334;-0.1563274;2.7013779;1.854480334;-0.63090266;1.45458025;0.884911;-0.12854769;0.1437453;2.1729181;0.04398466;0.06561602;2.324324551;2.91357845;2.61444483;2.4609248;2.5928888;0.3771423;-0.429138791;-0.196999797;-0.09676968;0.217568111;0.61633636;0.78630378;-0.05327752;0.620649354;0.14039211;0.34521045;-0.49375647;0.13114284;-0.709027899;0.177903723;-1.6913406;0.054991021;0.295825192;-0.9217591;0.864823726;0.12685966;-0.1594695;0.178147161;0.10711644;-0.200762236;0.14132555;0.17469575;0.010227096;0.18715861;0.096195427;0.06458352;-0.14727708;0.26685701;-0.452884945;-0.28682541;-0.11045971;-0.261893827;0.138797796;-0.385695972;-0.24920227;-0.17979334;-0.170761927;0.10877395;-0.12717116;0.084969142;0.26218242;0.013279156;0.096515799;-0.038737427;0.006783477;-0.11083197;-0.181641319;-0.197981522;-0.12029243;-0.00234091;-0.21020222;-0.13372239;-0.21465252;-0.06527802;-0.165503178;0.048239517;-0.290569203;-0.147545916;-0.273795974;-0.155617217;-0.187671062;-0.112137812;-0.232540211;-0.20726628;-0.196730881;-0.22997473;-0.167725749;-0.33805363
CAO_583;0.067021535;0.018886034;-0.013126504;0.095258498;0.35467208;0.17354623;-0.94026754;1.37222693;0.2234248;-0.19538844;0.26697372;-0.41745345;0.26263202;-1.36873227;-0.374939894;-0.482768191;0.77858739;-1.63157397;-0.152790621;0.013509125;-0.54103826;0.666626247;-1.10458163;-0.359249531;0.40834948;-0.23073697;0.44083533;0.735882718;1.4558086;2.0212155;-0.25406691;-0.44585667;0.15739961;2.28863722;-1.94329455;2.2413062;-1.7077552;2.7896613;-0.638280999;-0.43503981;-0.80606366;0.8255917;-0.76517144;-1.44131891;2.6368926;0.256421566;0.44554554;2.206738728;2.83963435;2.67316022;2.5526809;2.68335424;0.67040135;0.580427928;0.794512912;-0.33264004;-0.288403669;0.49404074;0.51826569;-0.84189568;0.006461577;0.02635491;0.05103426;-1.14657952;0.05559337;0.128023458;-0.172695459;-1.04872;-0.076391285;-0.257129882;-0.8645849;0.635451146;-0.2115834;-0.45957056;-0.11001045;-0.13834418;0.088713787;-0.25140836;-0.26702367;-0.132083719;-0.0522627;-0.404473183;-0.27889849;-0.01627936;-0.1667807;-0.319462558;-0.44293867;-0.26928851;0.015722545;-0.152222307;-0.066322808;-0.040535799;-0.223620465;-0.403434011;-0.25320484;-0.37962367;-0.212297352;-1.01908946;-0.097417297;-0.540571726;-0.31523677;-0.134797771;-0.36433051;-0.255655353;-0.12391955;-0.37379671;-0.421456707;-0.29231285;-0.16176379;-0.07343969;-0.24063253;-0.39866684;-0.286024515;0.137751947;-0.276265849;-0.342098174;-0.421590605;-0.490695432;0.066410903;-0.502041083;-0.41292276;-0.374186176;-0.35526717;-0.464531771;-0.38971959
CAO_584;-1.307688;-1.567474025;-1.534351211;-1.431392073;0.35592882;1.05124165;-1.19117828;0.49136469;-1.76223607;1.16601509;0.97552035;0.43719591;-0.68175773;-1.58757409;-0.115799638;-0.362993888;-0.92492238;1.06761022;0.199834551;-0.829463401;-0.64503052;-1.861099187;-1.32217812;0.304461099;-0.03718936;-2.16449786;-0.26353854;0.728516666;-1.24623653;1.4090255;-0.26558774;-0.20264679;0.32044691;-0.9891954;0.111962913;-0.9945681;-1.9573649;-0.9298399;-0.878075397;0.49878687;-1.02464832;0.4232359;1.29674329;0.97923222;-0.9837556;1.10603255;1.39546259;-0.112989703;0.19078931;0.36296368;0.5559453;1.02186643;1.57748006;-0.802243929;-0.459917076;1.4690357;1.35387668;0.8410315;1.13910605;0.67930848;1.475389567;-0.47969395;0.79377068;0.82007006;0.98831854;-0.215129534;-0.565129216;0.4293834;-0.400729232;0.53907996;-0.1942201;1.051560259;-0.29122939;0.71873591;-0.060625758;-0.1575287;0.741343699;-0.6174701;-0.59064959;0.857874771;-0.44792692;0.407299893;0.49579258;-0.71638515;-0.63892419;-0.835139042;-0.89008339;-0.9435537;-0.255436601;0.08411216;-0.289979107;-0.513590515;-0.319638126;0.685326733;-0.58143448;0.27101318;-0.250938343;-0.19271901;-0.524090382;-0.483270852;0.719090041;-0.506965696;-1.21123598;-1.395036243;0.964398842;-1.1783311;-1.247841705;-1.14327663;-0.99129801;1.05819498;-0.8491539;-0.822056827;-0.424450029;-0.750054573;-0.936688703;-0.95079221;-0.992292927;-1.029890796;-0.832789966;-0.875789007;-1.03831316;-0.887103346;-0.84014027;-0.823911873;-0.81834175
CAO_585;0.186502558;0.191669397;0.174236227;-0.025391887;0.40254938;1.33382889;-0.83957517;0.21083236;-1.39676647;0.89702014;1.21268649;0.33076293;-1.15876463;-1.28084619;-0.049223342;-0.058516058;-0.72664411;1.13554439;0.533364849;-0.516330305;-0.38789812;-1.503707116;-1.01725355;0.459035663;-0.03597896;-1.05363378;0.20256742;0.208655255;-0.90398168;1.8117684;0.05343715;-1.4888286;0.12296452;-0.62136073;-1.84398185;-0.6586663;-1.6075726;-0.5997827;-0.541991857;0.56837954;-0.71833174;0.7593294;1.52765744;0.95413104;-0.6552413;0.800056759;0.94215102;-0.155219761;-0.55273691;-0.82673146;-0.4529417;0.13867476;0.99342216;0.0079015;0.007646871;0.15725332;0.380318257;1.75813606;1.95522689;0.69798914;0.697616706;-0.10680208;0.9965148;1.57284341;0.84085818;0.048862622;-0.063357226;0.3432124;0.035014301;0.275834798;-0.767073;0.675786398;-0.13753285;-0.12012127;-0.122652256;-0.23607685;0.194411485;-0.05107166;-0.06581381;0.513009022;0.04857917;0.103229022;0.17631201;0.16386324;-0.15060454;0.019952481;0.02487269;-0.01891145;0.139043504;0.162662111;0.128289199;0.149468514;0.088893702;0.251198698;0.02654277;0.14355298;-0.199169971;0.33546623;-0.015789565;0.10827445;0.319330208;-0.056903027;-0.26725098;0.136804309;0.370607075;0.08049275;-0.284422427;0.11395842;0.02231844;0.51540773;0.0170211;0.091630515;0.318100597;-0.082891104;0.065374429;0.274686395;-0.047519649;-0.033049992;0.054507582;-0.008638961;-0.05404188;-0.028861358;-0.03237571;0.01912632;-0.12455593
CAO_586;0.24973184;0.197327321;0.201571216;0.212417415;0.29855222;-1.53520838;-0.90418028;0.54201971;-1.46391883;0.9119913;-1.68665381;0.37031359;-1.23901603;-1.33723707;-0.059990616;-0.052968869;-0.5829978;2.06664913;0.304671887;-0.295458013;-0.31371761;-1.5693761;-1.0732842;0.519928835;0.83606012;-0.03599252;-0.13254727;-0.486651581;-0.96687085;-0.9982755;0.74698067;-1.55744558;-0.60969117;0.08205906;-0.591577304;-0.7203878;-0.3791187;-0.6604548;0.29341178;-0.34590643;-0.77462177;-0.1464419;0.68944948;0.68093365;-0.7156104;1.159630521;0.92145454;-0.79809148;-0.61599561;-0.0522445;0.4094697;0.91561311;1.36254486;-0.378699299;-0.058473939;0.44991802;0.307112467;0.47264539;0.75343639;1.00776737;0.337346132;-0.21197381;0.69316788;0.53321144;0.57221938;-1.041053734;-0.164867029;-0.1765002;-0.220846354;0.05850332;-0.8296376;0.432210132;0.02341926;-0.33097677;-0.264931629;-0.22924774;0.043944203;-0.22481949;-0.39479729;0.764382129;-0.35240436;0.253137234;0.52455941;0.05974734;-0.32731739;-0.098052075;-0.13970454;-0.58173325;-0.150253444;-0.356638958;-0.126967497;-0.009116939;-0.093204462;0.669675971;-0.2758408;-0.1737027;-0.20271251;-0.90578119;-0.338383449;-0.416101784;0.60120555;0.064006562;-0.01206278;-0.427785373;0.600652721;-0.44721256;-0.131681069;-0.26776024;-0.17518168;0.9313944;-0.10940028;-0.40213719;-0.390876832;-0.372512839;-0.263213975;-0.031232796;-0.15526638;-0.182208592;-0.583036348;-0.190357606;-0.19540356;-0.153195504;-0.21409012;-0.099574683;-0.14517715
CAO_587;0.234807927;0.179798516;0.215803716;0.234091833;0.26816134;1.03228171;0.04256693;-0.1522292;-1.35650174;0.41112743;0.29907293;-0.04088434;-1.11064568;-1.24703075;-0.728635155;-0.235129173;-1.11337447;1.01202062;0.391305128;-0.550067884;-0.85467136;-0.819296972;-0.98365712;0.219175761;-0.36278565;-0.20578916;-0.03468493;-1.046344103;-0.86627292;1.876842;0.15356354;-1.44768383;0.16085141;-0.58082832;-0.37429578;-0.6216578;-1.5690304;-0.5634009;-0.504944072;0.49444887;-0.68457939;0.6535311;0.98321193;0.56273283;-0.619043;0.738522186;0.63990269;-0.703074406;-0.51480476;-0.79301593;-0.9402902;0.05041612;0.99785493;-2.346003539;-2.3745918;0.41633076;0.336110533;1.30380192;1.32647939;0.18183867;0.308245745;0.20769317;1.08667145;1.07760911;0.45109613;0.506821169;0.207274599;-0.3854312;0.226513645;0.590952167;-0.729559;0.657572414;0.2204797;0.02507978;0.012969887;0.26580682;0.419741739;0.37556744;0.29071774;0.461459617;0.13112422;0.347813358;0.22225649;0.04174115;0.32390954;0.080645455;0.10135477;0.06879175;0.076730058;0.260908135;0.067363034;0.094797551;0.176003082;0.327458455;0.2053627;0.18727237;0.259809745;-0.02983302;0.234381907;0.135947519;0.289433797;-0.128132672;0.15497416;0.182140779;0.27535941;-0.27059216;-0.01855439;0.26237976;-0.03675294;0.48783771;0.17281104;0.301542263;0.130483324;-0.024210831;-0.247314346;0.447404227;0.051096288;0.111170651;0.531825301;0.172021536;-0.06124137;0.090869961;0.17154312;0.137110783;0.11244674
CAO_588;0.681185193;0.771492426;0.659388869;0.559421519;0.41940499;0.93160861;-0.66828131;0.12441935;-1.21871941;1.37323093;0.97166322;0.45610873;-0.94598699;0.32525496;-0.181408118;-0.172177527;-0.80865767;1.06240993;0.158138042;-0.733534439;-0.75962458;-1.329592377;-0.86869192;0.03531376;-0.94775335;-1.58769164;-0.30290338;-0.91864926;-0.73723598;0.8282674;-1.31717728;0.7031793;0.53093028;-0.44212599;-1.675017837;-0.4950172;0.5391709;-0.4388948;-0.378158163;0.19880407;-0.56907926;-0.9371747;1.39865036;1.23379847;-0.4951729;0.030949058;0.38816963;-0.581195601;-0.38499636;-0.67763309;-0.8318719;-0.911834;0.41744379;-0.118716744;-0.736291726;0.02152189;0.16142025;1.48966886;1.57008375;-0.05456271;0.448248924;0.20021785;0.68875427;1.36078997;0.53934663;0.268356682;0.090435951;0.1795042;0.209487382;-0.596701993;-0.6011886;-0.008655469;0.27064524;0.14807833;-0.136319441;0.20757387;0.074617051;0.06888997;0.27357499;0.280696545;0.08328233;0.061128215;0.15559058;0.36496251;0.13306908;0.526683069;0.32259006;0.60244717;0.185828646;0.08256198;0.003441131;0.157615045;-0.029755679;0.152512435;0.06372635;0.14761745;0.012534097;0.28310849;0.203044417;0.112830957;-0.069922686;0.439522396;0.76119741;0.414600888;0.176297272;0.41812162;0.298930629;0.32983849;0.63896138;0.12159603;0.31146738;0.539862498;0.180539455;0.433117733;0.558977696;0.472613592;0.576056749;0.477110611;0.285457019;0.559706618;0.62190093;0.590462909;0.5376034;0.50427843;0.48428029
CAO_590;0.026942364;-0.214764239;-0.153947304;0.083413277;-0.69692071;0.86979708;-1.05566308;-0.40002732;0.11735353;-0.75216662;1.05539568;-0.14652703;0.46319817;0.6117327;-0.269465482;-0.943144204;-0.18565608;-0.58304767;-0.365859201;-0.817664064;0.4339253;0.107506584;1.3477119;-0.682233243;-1.06315277;0.13663389;-0.51105371;-1.291736502;-1.11432785;-1.1290231;-0.93608774;0.01602392;-0.57300695;-0.84744324;1.014673818;-0.8651072;0.8595155;-0.802681;-0.748599431;-0.37879933;2.77931604;-0.0446526;-0.88079289;-0.3539883;-0.8571524;1.115444158;1.24437175;-0.212101857;-0.7642956;0.36999897;0.4633293;0.83122479;1.39097868;-0.188984867;-0.197839409;0.07528059;0.266259151;-0.56462541;-0.4117911;0.90462503;0.698323507;-0.87540881;-0.86995055;-1.59436528;-0.16490805;0.085852909;-0.295499374;0.2269311;-0.540067738;0.232939368;-0.3617948;0.204801269;-0.59495155;0.48163984;-0.16836821;-0.17562514;0.522892471;-0.36344467;-0.42398338;1.009639823;-0.41389725;0.438643575;0.23755582;-0.5623907;-0.28566078;-0.642632351;-0.52764972;-0.45515069;-0.419762727;-0.04285211;-0.237651994;-0.159359611;-0.283729717;0.710020455;-0.4126092;-0.35979981;-0.332526672;-0.31530908;-0.32413986;-0.599257057;0.404848663;-0.423726127;-0.70376236;-0.523618552;0.921794897;-0.44011607;-0.668162223;-0.49792223;-0.59213607;0.94544773;-0.47968064;-0.461196678;-0.168114281;-0.778337672;-0.759816079;-0.732420482;-0.672551926;-0.663647454;-0.993034338;-0.527878453;-0.72780334;-0.731953476;-0.54949955;-0.659818622;-0.56556282
CAO_591;-0.227466134;-0.149189266;-0.151791454;0.077623847;-0.74177643;0.86697282;0.90175792;0.11420248;0.05650551;-1.15178514;1.10738171;-2.24057153;0.68443171;1.2357258;-0.277246771;-0.46849252;0.01493102;-1.79851408;-0.858804856;-0.549024595;0.63865608;-1.757547967;1.55212596;-0.691461353;-0.65666281;0.45028192;-0.38356261;-1.324115324;-1.14707411;-1.1580504;-0.14532136;0.49767536;-1.28286745;-0.88263571;0.571223195;-0.8972456;0.6819091;-0.2382885;-0.780750923;-0.16034935;3.02542265;0.2354387;-0.91449625;-0.25427276;-0.8885832;0.910690944;1.21573208;-0.968296105;-0.7972223;-0.2843221;0.3513133;0.77332304;1.26721859;-0.57288646;-0.536271401;-0.29335466;-0.005690893;-0.18555448;-0.35190987;0.40337154;0.553054738;-0.46173619;-0.10875906;-0.40203298;0.03804661;-0.247664923;-0.529713106;-0.3050151;-0.49650177;0.192666204;-1.0089121;0.291407986;-0.38504153;0.4501918;-0.606364155;-0.49037422;0.543551899;-0.63657281;-0.77657095;0.988838725;-0.54424438;0.169148628;0.2119966;-1.15998748;-0.64226952;-0.716847885;-0.78601563;-0.52643926;-0.376127672;-0.045241843;0.248671192;-0.252593962;-0.417767386;0.638440077;-0.73941182;-0.41942175;-0.369241766;-2.28827544;-0.475963115;-0.718998919;0.681123078;-0.785535228;-0.46036203;-0.709508263;0.834396902;-0.61158713;-0.374365787;-0.4988414;-0.55476605;1.07302427;-0.85607642;-0.970458736;-0.760802988;-0.224567131;-0.573687398;-0.745122215;-0.559870337;-0.619254922;-0.80102973;-0.621080777;-0.63030205;-0.662137608;-0.63074842;-0.648766573;-0.60506025
CAO_592;0.246297163;0.066742492;0.051424109;-0.136774505;-0.13817644;1.05815451;-0.08909448;0.29755047;-0.23389007;-0.85033143;1.1760141;-0.80087531;0.68460943;0.48585813;-0.095642694;-0.647233918;-0.14878221;-1.64318744;-1.270585999;-0.52410222;0.58075579;0.032039408;1.48773762;-1.260332028;-0.76693605;0.48607593;-0.36361675;0.791026787;-1.01209194;-0.4904336;-0.35052816;0.47879526;-1.87225034;-0.73756278;0.237445078;-0.7647692;0.7725621;-0.7040775;-0.648194441;-0.57078536;3.25788706;-1.1909102;-0.77556034;0.46819161;-0.7590187;1.113710899;1.25067076;-0.004347448;-0.04004321;-0.3709998;-0.1160937;0.68577245;1.48398685;-0.003256306;-0.38695209;-0.09506595;0.214224834;-1.77944295;-0.35844769;0.4147403;0.532948504;-0.57917334;-0.54518509;-2.24200304;-0.59978211;-0.007765988;-0.447471656;-1.6462486;-0.449599259;-0.115580933;-0.8746254;0.319832828;-0.42403055;0.39726844;-0.338593588;-0.37946369;0.26517222;-0.58109243;-0.60948956;0.812239387;-0.56036446;-0.003007261;0.33737246;-1.06520728;-0.61475197;-0.545889829;-0.64281132;-0.50056142;-0.150813074;-0.216930039;0.40958045;-0.383465435;-0.350630475;0.335690094;-0.63142525;-0.60643211;-0.357502212;0.12767559;-0.496576513;-0.485954793;0.468493259;-0.147959958;-0.66658938;-0.453336526;0.80934582;-0.59358322;-0.588856118;-0.564499;-0.47535938;0.8155824;-0.88209613;-0.433629854;-0.605523696;-0.529067406;-0.490340203;-0.760209094;-0.741386749;-0.590003455;-0.913655296;-0.615467325;-0.69735536;-0.667751066;-0.6862271;-0.664190113;-0.70135696
CAO_593;0.026575891;0.094930672;0.128758339;0.064791021;0.54784454;0.23401604;-0.696886;-0.24535528;-1.2484518;-1.16087142;0.0597146;0.28125828;-0.98151909;-1.15627874;-2.589786785;-0.019463278;0.37722821;-0.33829015;-0.211893153;0.270557811;-0.11777838;-1.358668145;-0.89350067;0.414220428;1.11260549;-0.0397176;-0.14500268;-0.946206196;-0.76508127;-0.8192985;-1.3449121;0.36939566;-0.36019849;-0.47205732;-0.018039914;-0.5223454;0.6701428;-0.4657634;-0.405518801;-1.95801685;-0.04105529;-0.9628838;-0.52128053;0.33204662;0.3869922;0.407990535;0.50442624;0.159281532;-0.41300885;0.36618536;1.048572;1.1994443;0.85462521;0.017211661;-0.404861682;-0.25744311;-0.21954287;0.98177454;0.90671143;0.30777987;0.055097356;0.17057865;1.09304236;0.65621941;0.07676276;0.365967405;0.221216109;-1.4111579;0.293954838;0.511203599;-0.62889;1.845325179;0.37030326;0.08842383;0.142162735;0.30905056;0.26669928;0.33486383;0.06035813;-0.080683983;0.11574975;0.256914288;0.31036226;0.01071633;0.48972226;-0.138265671;0.0324376;0.05932004;0.186888034;0.33375875;0.392864425;0.149722865;0.427765176;0.232327038;0.30787475;0.06212392;0.285294211;0.25489862;0.112407714;0.020461553;0.2572912;0.233247825;-0.27319875;-0.218937495;0.144706175;0.05745638;-0.255167688;0.08010543;-0.23233651;0.07071605;-0.19200393;0.04270049;0.430417923;0.314732504;0.225203222;0.022902047;0.085672115;0.036863498;0.183208561;-0.031568987;0.18591501;0.114260629;0.02025012;0.092750761;-0.0786465
CAO_594;-0.158822606;-0.133549753;-0.182536533;-0.197757901;0.59200315;0.38095286;-0.23919648;0.66193272;-0.77271939;-0.08561409;0.04475748;0.35083163;-1.20125316;-1.31070291;-0.428563551;-0.07381048;-0.70991495;0.54200964;-0.088326214;-0.180387329;0.06699186;-1.538475117;-1.04691867;0.693030385;-0.0738846;-1.81440289;-0.31533875;-1.116601984;-0.93727797;-0.9720308;0.09174769;-0.29427739;-0.28086216;-0.6571498;-0.209355257;0.7884329;-1.0101984;0.3040919;-0.57470287;-0.63910811;-0.7481343;-1.121855;-0.69854779;0.52461924;0.7046722;0.291977463;0.38006455;1.263802069;-0.58622938;-0.85650018;1.323453;1.45616811;0.80325638;-0.125151895;0.071113618;0.56339099;0.558590371;0.74319827;0.72929797;0.27792386;0.837736206;0.31759957;-0.75111306;-0.8421072;-1.79091247;0.504154092;0.391574701;-1.5750446;0.34719226;0.333906245;-0.8001975;0.770401975;0.39995731;-0.02410326;0.251174881;0.41985665;0.21912243;0.35586476;0.3340103;0.119273394;0.23843198;0.39078515;0.34208165;-0.44717555;0.3850614;-0.199556496;-0.22628905;-0.7334378;-0.143955219;0.427342012;-0.1429068;0.411693704;0.001441685;0.36471098;0.20172967;0.37842216;0.18937207;0.03115506;0.209682164;0.303127719;0.297049511;-0.040811387;-0.75013463;-0.236891979;0.152993017;-0.43178093;-0.050684029;-0.18302088;-0.07607814;0.21417852;-0.17493597;-0.159761432;-0.149365376;0.023155772;-0.571540232;0.136915668;-0.064305633;-0.315797191;0.172115386;-0.272480546;-0.21669926;-0.296772408;-0.3286896;-0.235724744;-0.24908469
SUB_108;0.32562593;0.14170369;0.122278924;0.454300044;0.04457237;1.08977875;-0.92829669;-0.02828143;0.01005387;-0.73066175;0.86511596;-2.06735871;-0.3296671;-1.35828503;-1.017798902;-0.770674532;-0.47691833;-0.41776514;-2.0932283;-0.589723353;0.09490666;0.110343974;1.36703945;-1.045379671;-0.66865722;-0.11088945;-0.27461262;0.420330208;-0.99034659;-1.0190941;-0.20446265;-0.06345932;-1.46084568;-0.71419037;-1.931488306;-0.7434276;0.8043773;-0.6831012;-0.626834665;-0.19994402;2.99047146;-0.6004989;0.65395349;-1.4292773;-0.7381452;0.630537608;0.4939472;-0.820264796;-0.63960807;-0.90394258;-1.044538;-0.17433558;1.04812733;-0.044262655;0.175120417;1.40788849;1.509814803;0.59124943;0.4965453;0.89112575;1.609714356;0.04036322;-0.24744828;-0.52542701;-0.33545254;0.241564086;-0.015908608;-1.6255525;-0.129825324;-0.046258303;-0.8529922;0.514144824;-0.06474963;-0.11218313;0.05516353;-0.03314577;0.144380423;0.00782678;0.11918371;0.432535468;-0.22508425;0.284574337;0.20879693;-0.33222832;0.03792195;-0.373142771;-0.10037139;-0.17631219;-0.345566568;0.030994546;-0.266390606;0.124967848;-0.106500425;0.312761623;-0.13081775;-0.16118754;-0.002022442;-0.09010293;-0.197287314;-0.029975348;0.28607588;-0.033726069;-0.21311672;-0.642578945;0.203547425;-0.23402856;-0.381013093;-0.21270762;-0.02678866;0.35210255;-0.13613241;-0.407025937;-0.217508993;-0.282301989;-0.363494137;0.300906802;-0.130360381;0.029999072;0.333330781;0.066270914;0.10025762;0.179588565;0.53678497;0.841327214;0.97984402
SUB_111;-0.843816266;-0.557672724;-0.674602574;-0.597541584;-0.51814148;-1.83021794;-1.20411523;-0.59220799;-1.7756835;-0.78790856;-1.99005174;-0.33400834;-1.6115954;-1.59884662;-3.193284164;-1.26564286;-1.65788019;-0.17314652;-2.463837286;-2.0381492;-1.42978424;-0.904124829;-1.33339653;-0.608580853;-1.28149374;-0.54323187;-1.55267404;0.570508545;-1.25882878;-1.2570757;-1.83651633;-0.20352411;-0.25431199;-1.00272557;-1.577612989;-1.0069267;-0.4431535;-0.9419731;-0.890429172;0.7248713;-1.03591642;-1.4185217;-1.029502;-1.7065844;-0.9958402;1.290862222;1.35645128;-1.0738481;-0.90956239;-1.14381681;-1.2701164;-0.10480736;1.61515717;-1.125419928;-1.383716588;2.09659769;1.998930532;-1.34993266;-0.03503832;0.51329152;2.027060757;-0.83588071;-0.67362826;0.23394992;0.71795461;-0.28388867;-0.565340075;0.5123474;-0.595120024;0.095974556;-1.1200927;-0.032329966;-0.5234213;-0.60261746;0.470146186;-0.59437737;0.43241221;-0.68701435;-0.64579105;0.89861254;-0.54736368;0.241436298;-2.90440899;-1.1596048;-0.67589235;-0.688916812;-0.82415946;-0.93408493;-0.315617931;0.003285192;-0.040042275;-0.713748466;-0.643885783;0.775670268;-0.58752509;0.71782775;-0.079657823;0.67328934;-0.346993558;-0.285443693;0.709818615;-0.234066752;-0.66102204;-0.63761295;0.97485499;-0.99242504;-0.732707084;-0.82177132;-0.69466163;1.26503968;-0.68627992;-0.349558328;-0.550620136;-0.207460767;-0.404795454;-0.373016071;-0.28165134;-0.103094243;-0.158451312;0.019469492;0.06874785;0.44309568;0.71135075;1.048683385;1.28781072
